company_key,segment,filing_month_year,domestic,exports,total,yoy_pct,mom_pct,source,filing_date,parser_version,extraction_method,parser_status,confidence_score,raw_row_hash,data_vintage,last_updated,review_note
ASHOKLEY,CV,2025-05,14691,2072,16763,0.1069,0.1041,NSE,2025-06-05,ASHOKLEY_V1,MANUAL,CLEAN,0.88,sample_ASHOKLEY_CV_2025-05,2026-05-23T07:00:39.300620Z,2026-05-23T07:00:39.300620Z,
ASHOKLEY,CV,2025-06,13267,1516,14783,0.0877,-0.1181,NSE,2025-07-05,ASHOKLEY_V1,MANUAL,CLEAN,0.86,sample_ASHOKLEY_CV_2025-06,2026-05-23T07:00:39.311891Z,2026-05-23T07:00:39.311891Z,
ASHOKLEY,CV,2025-07,12603,1768,14371,0.0468,-0.0279,NSE,2025-08-05,ASHOKLEY_V1,MANUAL,CLEAN,0.89,sample_ASHOKLEY_CV_2025-07,2026-05-23T07:00:39.315701Z,2026-05-23T07:00:39.315701Z,
ASHOKLEY,CV,2025-08,14020,1928,15948,0.1409,0.1097,NSE,2025-09-07,ASHOKLEY_V1,MANUAL,CLEAN,0.9,sample_ASHOKLEY_CV_2025-08,2026-05-23T07:00:39.325309Z,2026-05-23T07:00:39.325309Z,
ASHOKLEY,CV,2025-09,16135,1875,18010,0.0412,0.1293,NSE,2025-10-05,ASHOKLEY_V1,MANUAL,CLEAN,0.96,sample_ASHOKLEY_CV_2025-09,2026-05-23T07:00:39.331774Z,2026-05-23T07:00:39.331774Z,
ASHOKLEY,CV,2025-10,19140,2401,21541,0.0598,0.1961,NSE,2025-11-05,ASHOKLEY_V1,MANUAL,CLEAN,0.92,sample_ASHOKLEY_CV_2025-10,2026-05-23T07:00:39.335111Z,2026-05-23T07:00:39.335111Z,
ASHOKLEY,CV,2025-11,14248,1717,15965,0.0108,-0.2589,NSE,2025-12-06,ASHOKLEY_V1,MANUAL,CLEAN,0.91,sample_ASHOKLEY_CV_2025-11,2026-05-23T07:00:39.340952Z,2026-05-23T07:00:39.340952Z,
ASHOKLEY,CV,2025-12,15332,1995,17327,0.0418,0.0853,NSE,2026-01-05,ASHOKLEY_V1,MANUAL,CLEAN,0.91,sample_ASHOKLEY_CV_2025-12,2026-05-23T07:00:39.345025Z,2026-05-23T07:00:39.345025Z,
ASHOKLEY,CV,2026-01,13662,1582,15244,0.003,-0.1202,NSE,2026-02-05,ASHOKLEY_V1,MANUAL,CLEAN,0.9,sample_ASHOKLEY_CV_2026-01,2026-05-23T07:00:39.353407Z,2026-05-23T07:00:39.353407Z,
ASHOKLEY,CV,2026-01,14181,1878,16059,0.0826,0.0535,NSE,2026-02-05,ASHOKLEY_V1,MANUAL,CLEAN,0.89,sample_ASHOKLEY_CV_2026-01,2026-05-23T07:00:39.358786Z,2026-05-23T07:00:39.358786Z,
ASHOKLEY,CV,2026-03,18163,2158,20321,0.0513,0.2654,NSE,2026-04-05,ASHOKLEY_V1,MANUAL,CLEAN,0.92,sample_ASHOKLEY_CV_2026-03,2026-05-23T07:00:39.365857Z,2026-05-23T07:00:39.365857Z,
ASHOKLEY,CV,2026-04,14632,1737,16369,0.0782,-0.1945,NSE,2026-05-07,ASHOKLEY_V1,MANUAL,CLEAN,0.89,sample_ASHOKLEY_CV_2026-04,2026-05-23T07:00:39.371375Z,2026-05-23T07:00:39.371375Z,
BAJAJ,2W,2024-05,170593,138449,309042,,,NSE,2024-06-03,BAJAJ_V1,MANUAL,CLEAN,0.95,sample_BAJAJ_2W_2024-05,2026-05-23T07:00:39.121583Z,2026-05-23T07:00:39.122823Z,
BAJAJ,2W,2024-06,148801,121485,270286,,-0.1254,NSE,2024-07-04,BAJAJ_V1,MANUAL,CLEAN,0.94,sample_BAJAJ_2W_2024-06,2026-05-23T07:00:39.130102Z,2026-05-23T07:00:39.130102Z,
BAJAJ,2W,2024-07,151323,122514,273837,,0.0131,NSE,2024-08-02,BAJAJ_V1,MANUAL,CLEAN,0.97,sample_BAJAJ_2W_2024-07,2026-05-23T07:00:39.158923Z,2026-05-23T07:00:39.158923Z,
BAJAJ,2W,2024-08,156852,121213,278065,,0.0154,NSE,2024-09-04,BAJAJ_V1,MANUAL,CLEAN,0.94,sample_BAJAJ_2W_2024-08,2026-05-23T07:00:39.181626Z,2026-05-23T07:00:39.181626Z,
BAJAJ,2W,2024-09,189639,152493,342132,,0.2304,BSE,2024-10-03,BAJAJ_V1,MANUAL,CLEAN,0.87,sample_BAJAJ_2W_2024-09,2026-05-23T07:00:39.197466Z,2026-05-23T07:00:39.197466Z,
BAJAJ,2W,2024-10,221732,175390,397122,,0.1607,NSE,2024-11-02,BAJAJ_V1,MANUAL,CLEAN,0.88,sample_BAJAJ_2W_2024-10,2026-05-23T07:00:39.212820Z,2026-05-23T07:00:39.212820Z,
BAJAJ,2W,2024-11,162963,114090,277053,,-0.3023,NSE,2024-12-03,BAJAJ_V1,MANUAL,CLEAN,0.9,sample_BAJAJ_2W_2024-11,2026-05-23T07:00:39.224736Z,2026-05-23T07:00:39.224736Z,
BAJAJ,2W,2024-12,174017,129093,303110,,0.0941,NSE,2025-01-03,BAJAJ_V1,MANUAL,CLEAN,0.88,sample_BAJAJ_2W_2024-12,2026-05-23T07:00:39.232540Z,2026-05-23T07:00:39.232540Z,
BAJAJ,2W,2025-01,165747,115020,280767,,-0.0737,NSE,2025-02-04,BAJAJ_V1,MANUAL,CLEAN,0.98,sample_BAJAJ_2W_2025-01,2026-05-23T07:00:39.240690Z,2026-05-23T07:00:39.240690Z,
BAJAJ,2W,2025-02,163969,134820,298789,,0.0642,NSE,2025-03-04,BAJAJ_V1,MANUAL,CLEAN,0.86,sample_BAJAJ_2W_2025-02,2026-05-23T07:00:39.254408Z,2026-05-23T07:00:39.254408Z,
BAJAJ,2W,2025-03,209554,142671,352225,,0.1788,NSE,2025-04-02,BAJAJ_V1,MANUAL,CLEAN,0.99,sample_BAJAJ_2W_2025-03,2026-05-23T07:00:39.257906Z,2026-05-23T07:00:39.257906Z,
BAJAJ,2W,2025-04,168850,127416,296266,,-0.1589,NSE,2025-05-04,BAJAJ_V1,MANUAL,CLEAN,0.99,sample_BAJAJ_2W_2025-04,2026-05-23T07:00:39.277589Z,2026-05-23T07:00:39.277589Z,
BAJAJ,2W,2025-05,187683,145996,333679,0.0797,0.1263,NSE,2025-06-04,BAJAJ_V1,MANUAL,CLEAN,0.95,sample_BAJAJ_2W_2025-05,2026-05-23T07:00:39.293732Z,2026-05-23T07:00:39.293732Z,
BAJAJ,2W,2025-06,166141,110554,276695,0.0237,-0.1708,NSE,2025-07-03,BAJAJ_V1,MANUAL,CLEAN,0.93,sample_BAJAJ_2W_2025-06,2026-05-23T07:00:39.307586Z,2026-05-23T07:00:39.307586Z,
BAJAJ,2W,2025-07,158642,116537,275179,0.0049,-0.0055,NSE,2025-08-02,BAJAJ_V1,MANUAL,CLEAN,0.95,sample_BAJAJ_2W_2025-07,2026-05-23T07:00:39.315701Z,2026-05-23T07:00:39.315701Z,
BAJAJ,2W,2025-08,167584,132265,299849,0.0783,0.0897,NSE,2025-09-04,BAJAJ_V1,MANUAL,CLEAN,0.98,sample_BAJAJ_2W_2025-08,2026-05-23T07:00:39.321880Z,2026-05-23T07:00:39.321880Z,
BAJAJ,2W,2025-09,193651,153924,347575,0.0159,0.1592,NSE,2025-10-02,BAJAJ_V1,MANUAL,CLEAN,0.97,sample_BAJAJ_2W_2025-09,2026-05-23T07:00:39.331774Z,2026-05-23T07:00:39.331774Z,
BAJAJ,2W,2025-10,224403,162145,386548,-0.0266,0.1121,NSE,2025-11-02,BAJAJ_V1,MANUAL,CLEAN,0.85,sample_BAJAJ_2W_2025-10,2026-05-23T07:00:39.335111Z,2026-05-23T07:00:39.335111Z,
BAJAJ,2W,2025-11,175218,126982,302200,0.0908,-0.2182,NSE,2025-12-04,BAJAJ_V1,MANUAL,CLEAN,0.86,sample_BAJAJ_2W_2025-11,2026-05-23T07:00:39.338319Z,2026-05-23T07:00:39.338319Z,
BAJAJ,2W,2025-12,181035,122726,303761,0.0021,0.0052,NSE,2026-01-02,BAJAJ_V1,MANUAL,CLEAN,0.98,sample_BAJAJ_2W_2025-12,2026-05-23T07:00:39.343520Z,2026-05-23T07:00:39.343520Z,
BAJAJ,2W,2026-01,170866,130527,301393,0.0735,-0.0078,NSE,2026-02-02,BAJAJ_V1,MANUAL,CLEAN,0.94,sample_BAJAJ_2W_2026-01,2026-05-23T07:00:39.349268Z,2026-05-23T07:00:39.349268Z,
BAJAJ,2W,2026-01,162905,123991,286896,-0.0398,-0.0481,NSE,2026-02-03,BAJAJ_V1,MANUAL,CLEAN,0.86,sample_BAJAJ_2W_2026-01,2026-05-23T07:00:39.356303Z,2026-05-23T07:00:39.356303Z,
BAJAJ,2W,2026-03,224639,175081,399720,0.1348,0.3933,NSE,2026-04-04,BAJAJ_V1,MANUAL,CLEAN,0.89,sample_BAJAJ_2W_2026-03,2026-05-23T07:00:39.363847Z,2026-05-23T07:00:39.363847Z,
BAJAJ,2W,2026-04,174891,119395,294286,-0.0067,-0.2638,NSE,2026-05-03,BAJAJ_V1,MANUAL,CLEAN,0.95,sample_BAJAJ_2W_2026-04,2026-05-23T07:00:39.371375Z,2026-05-23T07:00:39.371375Z,
BAJAJ,3W,2024-05,27230,15271,42501,,,BSE,2024-06-03,BAJAJ_V1,MANUAL,CLEAN,0.97,sample_BAJAJ_3W_2024-05,2026-05-23T07:00:39.122823Z,2026-05-23T07:00:39.122823Z,
BAJAJ,3W,2024-06,26878,14783,41661,,-0.0198,NSE,2024-07-02,BAJAJ_V1,MANUAL,CLEAN,0.96,sample_BAJAJ_3W_2024-06,2026-05-23T07:00:39.130699Z,2026-05-23T07:00:39.130699Z,
BAJAJ,3W,2024-07,26215,14032,40247,,-0.0339,NSE,2024-08-04,BAJAJ_V1,MANUAL,CLEAN,0.99,sample_BAJAJ_3W_2024-07,2026-05-23T07:00:39.158923Z,2026-05-23T07:00:39.158923Z,
BAJAJ,3W,2024-08,28207,15438,43645,,0.0844,NSE,2024-09-02,BAJAJ_V1,MANUAL,CLEAN,0.95,sample_BAJAJ_3W_2024-08,2026-05-23T07:00:39.185284Z,2026-05-23T07:00:39.185284Z,
BAJAJ,3W,2024-09,33620,18616,52236,,0.1968,NSE,2024-10-03,BAJAJ_V1,MANUAL,CLEAN,0.93,sample_BAJAJ_3W_2024-09,2026-05-23T07:00:39.197466Z,2026-05-23T07:00:39.197466Z,
BAJAJ,3W,2024-10,38246,24026,62272,,0.1921,NSE,2024-11-03,BAJAJ_V1,MANUAL,CLEAN,0.88,sample_BAJAJ_3W_2024-10,2026-05-23T07:00:39.213815Z,2026-05-23T07:00:39.213815Z,
BAJAJ,3W,2024-11,29956,17452,47408,,-0.2387,NSE,2024-12-03,BAJAJ_V1,MANUAL,CLEAN,0.86,sample_BAJAJ_3W_2024-11,2026-05-23T07:00:39.226510Z,2026-05-23T07:00:39.226510Z,
BAJAJ,3W,2024-12,31516,18185,49701,,0.0484,NSE,2025-01-04,BAJAJ_V1,MANUAL,CLEAN,0.89,sample_BAJAJ_3W_2024-12,2026-05-23T07:00:39.233253Z,2026-05-23T07:00:39.233253Z,
BAJAJ,3W,2025-01,26788,16414,43202,,-0.1308,NSE,2025-02-03,BAJAJ_V1,MANUAL,CLEAN,0.94,sample_BAJAJ_3W_2025-01,2026-05-23T07:00:39.240690Z,2026-05-23T07:00:39.240690Z,
BAJAJ,3W,2025-02,27985,15243,43228,,0.0006,NSE,2025-03-03,BAJAJ_V1,MANUAL,CLEAN,0.97,sample_BAJAJ_3W_2025-02,2026-05-23T07:00:39.254408Z,2026-05-23T07:00:39.254408Z,
BAJAJ,3W,2025-03,34568,18751,53319,,0.2334,NSE,2025-04-03,BAJAJ_V1,MANUAL,CLEAN,0.98,sample_BAJAJ_3W_2025-03,2026-05-23T07:00:39.257906Z,2026-05-23T07:00:39.257906Z,
BAJAJ,3W,2025-04,31216,19832,51048,,-0.0426,NSE,2025-05-03,BAJAJ_V1,MANUAL,CLEAN,0.88,sample_BAJAJ_3W_2025-04,2026-05-23T07:00:39.288093Z,2026-05-23T07:00:39.288093Z,
BAJAJ,3W,2025-05,29262,17198,46460,0.0932,-0.0899,NSE,2025-06-02,BAJAJ_V1,MANUAL,NEEDS_REVIEW,0.33,sample_BAJAJ_3W_2025-05,2026-05-23T07:00:39.295739Z,2026-05-23T07:00:39.295739Z,Parser confidence below threshold
BAJAJ,3W,2025-06,28831,16804,45635,0.0954,-0.0178,NSE,2025-07-04,BAJAJ_V1,MANUAL,CLEAN,0.91,sample_BAJAJ_3W_2025-06,2026-05-23T07:00:39.308490Z,2026-05-23T07:00:39.308490Z,
BAJAJ,3W,2025-07,28523,17391,45914,0.1408,0.0061,NSE,2025-08-02,BAJAJ_V1,MANUAL,CLEAN,0.87,sample_BAJAJ_3W_2025-07,2026-05-23T07:00:39.315701Z,2026-05-23T07:00:39.315701Z,
BAJAJ,3W,2025-08,28815,17139,45954,0.0529,0.0009,NSE,2025-09-04,BAJAJ_V1,MANUAL,CLEAN,0.91,sample_BAJAJ_3W_2025-08,2026-05-23T07:00:39.323892Z,2026-05-23T07:00:39.323892Z,
BAJAJ,3W,2025-09,34661,21722,56383,0.0794,0.2269,NSE,2025-10-04,BAJAJ_V1,MANUAL,CLEAN,0.94,sample_BAJAJ_3W_2025-09,2026-05-23T07:00:39.331774Z,2026-05-23T07:00:39.331774Z,
BAJAJ,3W,2025-10,41079,26653,67732,0.0877,0.2013,NSE,2025-11-04,BAJAJ_V1,MANUAL,CLEAN,0.87,sample_BAJAJ_3W_2025-10,2026-05-23T07:00:39.335111Z,2026-05-23T07:00:39.335111Z,
BAJAJ,3W,2025-11,31279,17804,49083,0.0353,-0.2753,NSE,2025-12-02,BAJAJ_V1,MANUAL,CLEAN,0.9,sample_BAJAJ_3W_2025-11,2026-05-23T07:00:39.338319Z,2026-05-23T07:00:39.338319Z,
BAJAJ,3W,2025-12,31980,17290,49270,-0.0087,0.0038,BSE,2026-01-04,BAJAJ_V1,MANUAL,CLEAN,0.99,sample_BAJAJ_3W_2025-12,2026-05-23T07:00:39.343520Z,2026-05-23T07:00:39.343520Z,
BAJAJ,3W,2026-01,28307,18845,47152,0.0914,-0.043,NSE,2026-02-03,BAJAJ_V1,MANUAL,CLEAN,0.96,sample_BAJAJ_3W_2026-01,2026-05-23T07:00:39.349789Z,2026-05-23T07:00:39.349789Z,
BAJAJ,3W,2026-01,27901,16070,43971,0.0172,-0.0675,NSE,2026-02-03,BAJAJ_V1,MANUAL,CLEAN,0.87,sample_BAJAJ_3W_2026-01,2026-05-23T07:00:39.357251Z,2026-05-23T07:00:39.357251Z,
BAJAJ,3W,2026-03,36619,24258,60877,0.1418,0.3845,NSE,2026-04-04,BAJAJ_V1,MANUAL,CLEAN,0.87,sample_BAJAJ_3W_2026-03,2026-05-23T07:00:39.363847Z,2026-05-23T07:00:39.363847Z,
BAJAJ,3W,2026-04,29609,17071,46680,-0.0856,-0.2332,NSE,2026-05-03,BAJAJ_V1,MANUAL,CLEAN,0.96,sample_BAJAJ_3W_2026-04,2026-05-23T07:00:39.371375Z,2026-05-23T07:00:39.371375Z,
EICHER,2W,2024-05,62443,11629,74072,,,NSE,2024-06-06,EICHER_V1,MANUAL,CLEAN,0.88,sample_EICHER_2W_2024-05,2026-05-23T07:00:39.122823Z,2026-05-23T07:00:39.122823Z,
EICHER,2W,2024-06,60195,10672,70867,,-0.0433,NSE,2024-07-04,EICHER_V1,MANUAL,CLEAN,0.98,sample_EICHER_2W_2024-06,2026-05-23T07:00:39.130699Z,2026-05-23T07:00:39.130699Z,
EICHER,2W,2024-07,58913,10486,69399,,-0.0207,NSE,2024-08-06,EICHER_V1,MANUAL,CLEAN,0.87,sample_EICHER_2W_2024-07,2026-05-23T07:00:39.168939Z,2026-05-23T07:00:39.168939Z,
EICHER,2W,2024-08,56339,10471,66810,,-0.0373,NSE,2024-09-04,EICHER_V1,MANUAL,CLEAN,0.93,sample_EICHER_2W_2024-08,2026-05-23T07:00:39.190882Z,2026-05-23T07:00:39.190882Z,
EICHER,2W,2024-09,71446,11519,82965,,0.2418,BSE,2024-10-04,EICHER_V1,MANUAL,CLEAN,0.98,sample_EICHER_2W_2024-09,2026-05-23T07:00:39.201725Z,2026-05-23T07:00:39.201725Z,
EICHER,2W,2024-10,84701,13947,98648,,0.189,NSE,2024-11-04,EICHER_V1,MANUAL,CLEAN,0.89,sample_EICHER_2W_2024-10,2026-05-23T07:00:39.213815Z,2026-05-23T07:00:39.213815Z,
EICHER,2W,2024-11,67334,11128,78462,,-0.2046,NSE,2024-12-05,EICHER_V1,MANUAL,CLEAN,0.87,sample_EICHER_2W_2024-11,2026-05-23T07:00:39.227516Z,2026-05-23T07:00:39.227516Z,
EICHER,2W,2024-12,68260,11019,79279,,0.0104,NSE,2025-01-06,EICHER_V1,MANUAL,CLEAN,0.91,sample_EICHER_2W_2024-12,2026-05-23T07:00:39.235163Z,2026-05-23T07:00:39.235163Z,
EICHER,2W,2025-01,58828,10650,69478,,-0.1236,NSE,2025-02-04,EICHER_V1,MANUAL,CLEAN,0.98,sample_EICHER_2W_2025-01,2026-05-23T07:00:39.242133Z,2026-05-23T07:00:39.242133Z,
EICHER,2W,2025-02,60569,11241,71810,,0.0336,NSE,2025-03-06,EICHER_V1,MANUAL,CLEAN,0.95,sample_EICHER_2W_2025-02,2026-05-23T07:00:39.255404Z,2026-05-23T07:00:39.255404Z,
EICHER,2W,2025-03,79653,14102,93755,,0.3056,NSE,2025-04-06,EICHER_V1,MANUAL,CLEAN,0.86,sample_EICHER_2W_2025-03,2026-05-23T07:00:39.270047Z,2026-05-23T07:00:39.270047Z,
EICHER,2W,2025-04,62557,11451,74008,,-0.2106,NSE,2025-05-05,EICHER_V1,MANUAL,CLEAN,0.87,sample_EICHER_2W_2025-04,2026-05-23T07:00:39.289763Z,2026-05-23T07:00:39.289763Z,
EICHER,2W,2025-05,64116,11578,75694,0.0219,0.0228,NSE,2025-06-05,EICHER_V1,MANUAL,CLEAN,0.88,sample_EICHER_2W_2025-05,2026-05-23T07:00:39.300620Z,2026-05-23T07:00:39.300620Z,
EICHER,2W,2025-06,61311,10623,71934,0.0151,-0.0497,BSE,2025-07-05,EICHER_V1,MANUAL,CLEAN,0.95,sample_EICHER_2W_2025-06,2026-05-23T07:00:39.310498Z,2026-05-23T07:00:39.310498Z,
EICHER,2W,2025-07,61951,9198,71149,0.0252,-0.0109,BSE,2025-08-05,EICHER_V1,MANUAL,CLEAN,0.86,sample_EICHER_2W_2025-07,2026-05-23T07:00:39.315701Z,2026-05-23T07:00:39.315701Z,
EICHER,2W,2025-08,62149,9208,71357,0.0681,0.0029,NSE,2025-09-05,EICHER_V1,MANUAL,CLEAN,0.86,sample_EICHER_2W_2025-08,2026-05-23T07:00:39.325309Z,2026-05-23T07:00:39.325309Z,
EICHER,2W,2025-09,77544,11490,89034,0.0732,0.2477,NSE,2025-10-05,EICHER_V1,MANUAL,CLEAN,0.94,sample_EICHER_2W_2025-09,2026-05-23T07:00:39.331774Z,2026-05-23T07:00:39.331774Z,
EICHER,2W,2025-10,88779,13864,102643,0.0405,0.1529,NSE,2025-11-04,EICHER_V1,MANUAL,CLEAN,0.91,sample_EICHER_2W_2025-10,2026-05-23T07:00:39.335111Z,2026-05-23T07:00:39.335111Z,
EICHER,2W,2025-11,68454,12291,80745,0.0291,-0.2133,NSE,2025-12-06,EICHER_V1,MANUAL,CLEAN,0.86,sample_EICHER_2W_2025-11,2026-05-23T07:00:39.340326Z,2026-05-23T07:00:39.340326Z,
EICHER,2W,2025-12,70773,11401,82174,0.0365,0.0177,NSE,2026-01-06,EICHER_V1,MANUAL,CLEAN,0.96,sample_EICHER_2W_2025-12,2026-05-23T07:00:39.345025Z,2026-05-23T07:00:39.345025Z,
EICHER,2W,2026-01,62895,10637,73532,0.0583,-0.1052,NSE,2026-02-05,EICHER_V1,MANUAL,CLEAN,0.87,sample_EICHER_2W_2026-01,2026-05-23T07:00:39.352527Z,2026-05-23T07:00:39.352527Z,
EICHER,2W,2026-01,62878,9497,72375,0.0079,-0.0157,NSE,2026-02-05,EICHER_V1,MANUAL,CLEAN,0.96,sample_EICHER_2W_2026-01,2026-05-23T07:00:39.358281Z,2026-05-23T07:00:39.358281Z,
EICHER,2W,2026-03,82431,15166,97597,0.041,0.3485,NSE,2026-04-06,EICHER_V1,MANUAL,CLEAN,0.87,sample_EICHER_2W_2026-03,2026-05-23T07:00:39.365857Z,2026-05-23T07:00:39.365857Z,
EICHER,2W,2026-04,72943,11579,84522,0.1421,-0.134,NSE,2026-05-06,EICHER_V1,MANUAL,CLEAN,0.89,sample_EICHER_2W_2026-04,2026-05-23T07:00:39.371375Z,2026-05-23T07:00:39.371375Z,
ESCORTS,Tractor,2024-05,7803,1066,8869,,,BSE,2024-06-08,ESCORTS_V1,MANUAL,CLEAN,0.93,sample_ESCORTS_Tractor_2024-05,2026-05-23T07:00:39.126765Z,2026-05-23T07:00:39.126765Z,
ESCORTS,Tractor,2024-06,8825,1347,10172,,0.1469,NSE,2024-07-08,ESCORTS_V1,MANUAL,CLEAN,0.91,sample_ESCORTS_Tractor_2024-06,2026-05-23T07:00:39.134768Z,2026-05-23T07:00:39.134768Z,
ESCORTS,Tractor,2024-07,8254,1065,9319,,-0.0839,NSE,2024-08-09,ESCORTS_V1,MANUAL,CLEAN,0.97,sample_ESCORTS_Tractor_2024-07,2026-05-23T07:00:39.170198Z,2026-05-23T07:00:39.170198Z,
ESCORTS,Tractor,2024-08,7019,902,7921,,-0.15,NSE,2024-09-09,ESCORTS_V1,MANUAL,CLEAN,0.87,sample_ESCORTS_Tractor_2024-08,2026-05-23T07:00:39.190882Z,2026-05-23T07:00:39.190882Z,
ESCORTS,Tractor,2024-09,8332,1179,9511,,0.2007,NSE,2024-10-09,ESCORTS_V1,MANUAL,CLEAN,0.93,sample_ESCORTS_Tractor_2024-09,2026-05-23T07:00:39.205747Z,2026-05-23T07:00:39.205747Z,
ESCORTS,Tractor,2024-10,7969,1090,9059,,-0.0475,NSE,2024-11-09,ESCORTS_V1,MANUAL,CLEAN,0.86,sample_ESCORTS_Tractor_2024-10,2026-05-23T07:00:39.218637Z,2026-05-23T07:00:39.218637Z,
ESCORTS,Tractor,2024-11,6502,958,7460,,-0.1765,NSE,2024-12-09,ESCORTS_V1,MANUAL,CLEAN,0.98,sample_ESCORTS_Tractor_2024-11,2026-05-23T07:00:39.228537Z,2026-05-23T07:00:39.228537Z,
ESCORTS,Tractor,2024-12,6089,928,7017,,-0.0594,NSE,2025-01-09,ESCORTS_V1,MANUAL,CLEAN,0.93,sample_ESCORTS_Tractor_2024-12,2026-05-23T07:00:39.236161Z,2026-05-23T07:00:39.236161Z,
ESCORTS,Tractor,2025-01,6407,866,7273,,0.0365,BSE,2025-02-08,ESCORTS_V1,MANUAL,CLEAN,0.97,sample_ESCORTS_Tractor_2025-01,2026-05-23T07:00:39.242133Z,2026-05-23T07:00:39.242133Z,
ESCORTS,Tractor,2025-02,7085,1016,8101,,0.1138,NSE,2025-03-08,ESCORTS_V1,MANUAL,CLEAN,0.87,sample_ESCORTS_Tractor_2025-02,2026-05-23T07:00:39.255404Z,2026-05-23T07:00:39.255404Z,
ESCORTS,Tractor,2025-03,9114,1361,10475,,0.2931,NSE,2025-04-08,ESCORTS_V1,MANUAL,CLEAN,0.95,sample_ESCORTS_Tractor_2025-03,2026-05-23T07:00:39.270047Z,2026-05-23T07:00:39.270047Z,
ESCORTS,Tractor,2025-04,9169,1249,10418,,-0.0054,BSE,2025-05-09,ESCORTS_V1,MANUAL,CLEAN,0.89,sample_ESCORTS_Tractor_2025-04,2026-05-23T07:00:39.289763Z,2026-05-23T07:00:39.289763Z,
ESCORTS,Tractor,2025-05,8079,1187,9266,0.0448,-0.1106,NSE,2025-06-08,ESCORTS_V1,MANUAL,CLEAN,0.93,sample_ESCORTS_Tractor_2025-05,2026-05-23T07:00:39.300620Z,2026-05-23T07:00:39.300620Z,
ESCORTS,Tractor,2025-06,9574,1489,11063,0.0876,0.1939,NSE,2025-07-10,ESCORTS_V1,MANUAL,CLEAN,0.98,sample_ESCORTS_Tractor_2025-06,2026-05-23T07:00:39.311891Z,2026-05-23T07:00:39.311891Z,
