company_key,segment,filing_month_year,raw_category,normalized_category,units,is_export,notes
ASHOKLEY,CV,2025-06,Bus,Bus,2779,False,sample
ASHOKLEY,CV,2025-07,LCV,LCV,4956,False,sample
ASHOKLEY,CV,2025-07,MHCV,MHCV,6701,False,sample
ASHOKLEY,CV,2025-07,Bus,Bus,2793,False,sample
ASHOKLEY,CV,2025-08,LCV,LCV,5309,False,sample
ASHOKLEY,CV,2025-08,MHCV,MHCV,7103,False,sample
ASHOKLEY,CV,2025-08,Bus,Bus,3280,False,sample
ASHOKLEY,CV,2025-09,LCV,LCV,6500,False,sample
ASHOKLEY,CV,2025-09,MHCV,MHCV,8412,False,sample
ASHOKLEY,CV,2025-09,Bus,Bus,3734,False,sample
ASHOKLEY,CV,2025-10,LCV,LCV,7329,False,sample
ASHOKLEY,CV,2025-10,MHCV,MHCV,10086,False,sample
ASHOKLEY,CV,2025-10,Bus,Bus,4348,False,sample
ASHOKLEY,CV,2025-11,LCV,LCV,5932,False,sample
ASHOKLEY,CV,2025-11,MHCV,MHCV,7498,False,sample
ASHOKLEY,CV,2025-11,Bus,Bus,3462,False,sample
ASHOKLEY,CV,2025-12,LCV,LCV,5382,False,sample
ASHOKLEY,CV,2025-12,MHCV,MHCV,7482,False,sample
ASHOKLEY,CV,2025-12,Bus,Bus,3337,False,sample
ASHOKLEY,CV,2026-01,LCV,LCV,5023,False,sample
ASHOKLEY,CV,2026-01,MHCV,MHCV,6759,False,sample
ASHOKLEY,CV,2026-01,Bus,Bus,2938,False,sample
ASHOKLEY,CV,2026-03,LCV,LCV,6730,False,sample
ASHOKLEY,CV,2026-03,MHCV,MHCV,9401,False,sample
ASHOKLEY,CV,2026-03,Bus,Bus,4104,False,sample
ASHOKLEY,CV,2026-04,LCV,LCV,5509,False,sample
ASHOKLEY,CV,2026-04,MHCV,MHCV,7884,False,sample
ASHOKLEY,CV,2026-04,Bus,Bus,3353,False,sample
BAJAJ,2W,2024-05,Motorcycle,Motorcycle,287874,False,sample
BAJAJ,2W,2024-05,Scooter,Scooter,15869,False,sample
BAJAJ,2W,2024-05,EV,EV,9045,False,sample
BAJAJ,2W,2024-06,Motorcycle,Motorcycle,254872,False,sample
BAJAJ,2W,2024-06,Scooter,Scooter,14256,False,sample
BAJAJ,2W,2024-06,EV,EV,8529,False,sample
BAJAJ,2W,2024-07,Motorcycle,Motorcycle,236402,False,sample
BAJAJ,2W,2024-07,Scooter,Scooter,12628,False,sample
BAJAJ,2W,2024-07,EV,EV,7489,False,sample
BAJAJ,2W,2024-08,Motorcycle,Motorcycle,250718,False,sample
BAJAJ,2W,2024-08,Scooter,Scooter,12878,False,sample
BAJAJ,2W,2024-08,EV,EV,8183,False,sample
BAJAJ,2W,2024-09,Motorcycle,Motorcycle,291454,False,sample
BAJAJ,2W,2024-09,Scooter,Scooter,15542,False,sample
BAJAJ,2W,2024-09,EV,EV,9169,False,sample
BAJAJ,2W,2024-10,Motorcycle,Motorcycle,318652,False,sample
BAJAJ,2W,2024-10,Scooter,Scooter,18397,False,sample
BAJAJ,2W,2024-10,EV,EV,10457,False,sample
BAJAJ,2W,2024-11,Motorcycle,Motorcycle,261133,False,sample
BAJAJ,2W,2024-11,Scooter,Scooter,14180,False,sample
BAJAJ,2W,2024-11,EV,EV,8156,False,sample
BAJAJ,2W,2024-12,Motorcycle,Motorcycle,270192,False,sample
BAJAJ,2W,2024-12,Scooter,Scooter,14627,False,sample
BAJAJ,2W,2024-12,EV,EV,8768,False,sample
BAJAJ,2W,2025-01,Motorcycle,Motorcycle,246516,False,sample
BAJAJ,2W,2025-01,Scooter,Scooter,13896,False,sample
BAJAJ,2W,2025-01,EV,EV,8521,False,sample
BAJAJ,2W,2025-02,Motorcycle,Motorcycle,279808,False,sample
BAJAJ,2W,2025-02,Scooter,Scooter,15929,False,sample
BAJAJ,2W,2025-02,EV,EV,8904,False,sample
BAJAJ,2W,2025-03,Motorcycle,Motorcycle,309863,False,sample
BAJAJ,2W,2025-03,Scooter,Scooter,15815,False,sample
BAJAJ,2W,2025-03,EV,EV,10170,False,sample
BAJAJ,2W,2025-04,Motorcycle,Motorcycle,273880,False,sample
BAJAJ,2W,2025-04,Scooter,Scooter,14294,False,sample
BAJAJ,2W,2025-04,EV,EV,8539,False,sample
BAJAJ,2W,2025-05,Motorcycle,Motorcycle,281929,False,sample
BAJAJ,2W,2025-05,Scooter,Scooter,15378,False,sample
BAJAJ,2W,2025-05,EV,EV,8797,False,sample
BAJAJ,2W,2025-06,Motorcycle,Motorcycle,285969,False,sample
BAJAJ,2W,2025-06,Scooter,Scooter,15127,False,sample
BAJAJ,2W,2025-06,EV,EV,9146,False,sample
BAJAJ,2W,2025-07,Motorcycle,Motorcycle,248049,False,sample
BAJAJ,2W,2025-07,Scooter,Scooter,13418,False,sample
BAJAJ,2W,2025-07,EV,EV,8420,False,sample
BAJAJ,2W,2025-08,Motorcycle,Motorcycle,270964,False,sample
BAJAJ,2W,2025-08,Scooter,Scooter,14782,False,sample
BAJAJ,2W,2025-08,EV,EV,9037,False,sample
BAJAJ,2W,2025-09,Motorcycle,Motorcycle,274756,False,sample
BAJAJ,2W,2025-09,Scooter,Scooter,15248,False,sample
BAJAJ,2W,2025-09,EV,EV,9185,False,sample
BAJAJ,2W,2025-10,Motorcycle,Motorcycle,329146,False,sample
BAJAJ,2W,2025-10,Scooter,Scooter,17603,False,sample
BAJAJ,2W,2025-10,EV,EV,11186,False,sample
BAJAJ,2W,2025-11,Motorcycle,Motorcycle,274732,False,sample
BAJAJ,2W,2025-11,Scooter,Scooter,15741,False,sample
BAJAJ,2W,2025-11,EV,EV,8977,False,sample
BAJAJ,2W,2025-12,Motorcycle,Motorcycle,294581,False,sample
BAJAJ,2W,2025-12,Scooter,Scooter,16477,False,sample
BAJAJ,2W,2025-12,EV,EV,9695,False,sample
BAJAJ,2W,2026-01,Motorcycle,Motorcycle,287184,False,sample
BAJAJ,2W,2026-01,Scooter,Scooter,15782,False,sample
BAJAJ,2W,2026-01,EV,EV,9377,False,sample
BAJAJ,2W,2026-03,Motorcycle,Motorcycle,369808,False,sample
BAJAJ,2W,2026-03,Scooter,Scooter,19972,False,sample
BAJAJ,2W,2026-03,EV,EV,11567,False,sample
BAJAJ,2W,2026-04,Motorcycle,Motorcycle,299287,False,sample
BAJAJ,2W,2026-04,Scooter,Scooter,16189,False,sample
BAJAJ,2W,2026-04,EV,EV,9647,False,sample
BAJAJ,3W,2024-05,Passenger,Passenger,33736,False,sample
BAJAJ,3W,2024-05,Cargo,Cargo,7110,False,sample
BAJAJ,3W,2024-05,Electric,Electric,6813,False,sample
BAJAJ,3W,2024-06,Passenger,Passenger,29153,False,sample
BAJAJ,3W,2024-06,Cargo,Cargo,6677,False,sample
BAJAJ,3W,2024-06,Electric,Electric,6405,False,sample
BAJAJ,3W,2024-07,Passenger,Passenger,29650,False,sample
BAJAJ,3W,2024-07,Cargo,Cargo,6165,False,sample
BAJAJ,3W,2024-07,Electric,Electric,5964,False,sample
BAJAJ,3W,2024-08,Passenger,Passenger,30151,False,sample
BAJAJ,3W,2024-08,Cargo,Cargo,6494,False,sample
BAJAJ,3W,2024-08,Electric,Electric,6381,False,sample
BAJAJ,3W,2024-09,Passenger,Passenger,36086,False,sample
BAJAJ,3W,2024-09,Cargo,Cargo,7404,False,sample
BAJAJ,3W,2024-09,Electric,Electric,7547,False,sample
BAJAJ,3W,2024-10,Passenger,Passenger,41062,False,sample
BAJAJ,3W,2024-10,Cargo,Cargo,8970,False,sample
BAJAJ,3W,2024-10,Electric,Electric,8851,False,sample
BAJAJ,3W,2024-11,Passenger,Passenger,31650,False,sample
BAJAJ,3W,2024-11,Cargo,Cargo,6628,False,sample
BAJAJ,3W,2024-11,Electric,Electric,6683,False,sample
BAJAJ,3W,2024-12,Passenger,Passenger,32283,False,sample
BAJAJ,3W,2024-12,Cargo,Cargo,6992,False,sample
BAJAJ,3W,2024-12,Electric,Electric,7049,False,sample
BAJAJ,3W,2025-01,Passenger,Passenger,31594,False,sample
BAJAJ,3W,2025-01,Cargo,Cargo,6574,False,sample
BAJAJ,3W,2025-01,Electric,Electric,6578,False,sample
BAJAJ,3W,2025-02,Passenger,Passenger,32931,False,sample
BAJAJ,3W,2025-02,Cargo,Cargo,6944,False,sample
BAJAJ,3W,2025-02,Electric,Electric,6903,False,sample
BAJAJ,3W,2025-03,Passenger,Passenger,36361,False,sample
BAJAJ,3W,2025-03,Cargo,Cargo,7831,False,sample
BAJAJ,3W,2025-03,Electric,Electric,7894,False,sample
BAJAJ,3W,2025-04,Passenger,Passenger,35806,False,sample
BAJAJ,3W,2025-04,Cargo,Cargo,7551,False,sample
BAJAJ,3W,2025-04,Electric,Electric,7544,False,sample
BAJAJ,3W,2025-05,Passenger,Passenger,33734,False,sample
BAJAJ,3W,2025-05,Cargo,Cargo,7209,False,sample
BAJAJ,3W,2025-05,Electric,Electric,7374,False,sample
BAJAJ,3W,2025-06,Passenger,Passenger,31712,False,sample
BAJAJ,3W,2025-06,Cargo,Cargo,6571,False,sample
BAJAJ,3W,2025-06,Electric,Electric,6470,False,sample
BAJAJ,3W,2025-07,Passenger,Passenger,32213,False,sample
BAJAJ,3W,2025-07,Cargo,Cargo,7163,False,sample
BAJAJ,3W,2025-07,Electric,Electric,7049,False,sample
BAJAJ,3W,2025-08,Passenger,Passenger,31548,False,sample
BAJAJ,3W,2025-08,Cargo,Cargo,6759,False,sample
BAJAJ,3W,2025-08,Electric,Electric,7138,False,sample
BAJAJ,3W,2025-09,Passenger,Passenger,35641,False,sample
BAJAJ,3W,2025-09,Cargo,Cargo,7467,False,sample
BAJAJ,3W,2025-09,Electric,Electric,7246,False,sample
BAJAJ,3W,2025-10,Passenger,Passenger,45673,False,sample
BAJAJ,3W,2025-10,Cargo,Cargo,9215,False,sample
BAJAJ,3W,2025-10,Electric,Electric,9816,False,sample
BAJAJ,3W,2025-11,Passenger,Passenger,33448,False,sample
BAJAJ,3W,2025-11,Cargo,Cargo,7210,False,sample
BAJAJ,3W,2025-11,Electric,Electric,7340,False,sample
BAJAJ,3W,2025-12,Passenger,Passenger,39067,False,sample
BAJAJ,3W,2025-12,Cargo,Cargo,8209,False,sample
BAJAJ,3W,2025-12,Electric,Electric,8153,False,sample
BAJAJ,3W,2026-01,Passenger,Passenger,32136,False,sample
BAJAJ,3W,2026-01,Cargo,Cargo,6875,False,sample
BAJAJ,3W,2026-01,Electric,Electric,6915,False,sample
BAJAJ,3W,2026-03,Passenger,Passenger,40537,False,sample
BAJAJ,3W,2026-03,Cargo,Cargo,8906,False,sample
BAJAJ,3W,2026-03,Electric,Electric,8828,False,sample
BAJAJ,3W,2026-04,Passenger,Passenger,37410,False,sample
BAJAJ,3W,2026-04,Cargo,Cargo,7999,False,sample
BAJAJ,3W,2026-04,Electric,Electric,7848,False,sample
EICHER,2W,2024-05,Motorcycle,Motorcycle,75353,False,sample
EICHER,2W,2024-06,Motorcycle,Motorcycle,69267,False,sample
EICHER,2W,2024-07,Motorcycle,Motorcycle,68226,False,sample
EICHER,2W,2024-08,Motorcycle,Motorcycle,74065,False,sample
EICHER,2W,2024-09,Motorcycle,Motorcycle,87149,False,sample
EICHER,2W,2024-10,Motorcycle,Motorcycle,96736,False,sample
EICHER,2W,2024-11,Motorcycle,Motorcycle,71196,False,sample
EICHER,2W,2024-12,Motorcycle,Motorcycle,81885,False,sample
EICHER,2W,2025-01,Motorcycle,Motorcycle,68890,False,sample
EICHER,2W,2025-02,Motorcycle,Motorcycle,75174,False,sample
EICHER,2W,2025-03,Motorcycle,Motorcycle,96308,False,sample
EICHER,2W,2025-04,Motorcycle,Motorcycle,79802,False,sample
EICHER,2W,2025-05,Motorcycle,Motorcycle,82481,False,sample
EICHER,2W,2025-06,Motorcycle,Motorcycle,66517,False,sample
EICHER,2W,2025-07,Motorcycle,Motorcycle,72041,False,sample
EICHER,2W,2025-08,Motorcycle,Motorcycle,75259,False,sample
EICHER,2W,2025-09,Motorcycle,Motorcycle,85256,False,sample
EICHER,2W,2025-10,Motorcycle,Motorcycle,99128,False,sample
EICHER,2W,2025-11,Motorcycle,Motorcycle,77959,False,sample
EICHER,2W,2025-12,Motorcycle,Motorcycle,79418,False,sample
EICHER,2W,2026-01,Motorcycle,Motorcycle,76260,False,sample
EICHER,2W,2026-03,Motorcycle,Motorcycle,94854,False,sample
EICHER,2W,2026-04,Motorcycle,Motorcycle,77843,False,sample
ESCORTS,Tractor,2024-05,Sub30HP,Sub30HP,2071,False,sample
ESCORTS,Tractor,2024-05,30-40HP,30-40HP,4663,False,sample
ESCORTS,Tractor,2024-05,Above40HP,Above40HP,2607,False,sample
ESCORTS,Tractor,2024-06,Sub30HP,Sub30HP,2259,False,sample
ESCORTS,Tractor,2024-06,30-40HP,30-40HP,5152,False,sample
ESCORTS,Tractor,2024-06,Above40HP,Above40HP,2986,False,sample
ESCORTS,Tractor,2024-07,Sub30HP,Sub30HP,2123,False,sample
ESCORTS,Tractor,2024-07,30-40HP,30-40HP,4785,False,sample
ESCORTS,Tractor,2024-07,Above40HP,Above40HP,2805,False,sample
ESCORTS,Tractor,2024-08,Sub30HP,Sub30HP,1917,False,sample
ESCORTS,Tractor,2024-08,30-40HP,30-40HP,4384,False,sample
ESCORTS,Tractor,2024-08,Above40HP,Above40HP,2457,False,sample
ESCORTS,Tractor,2024-09,Sub30HP,Sub30HP,2049,False,sample
ESCORTS,Tractor,2024-09,30-40HP,30-40HP,4728,False,sample
ESCORTS,Tractor,2024-09,Above40HP,Above40HP,2609,False,sample
ESCORTS,Tractor,2024-10,Sub30HP,Sub30HP,2133,False,sample
ESCORTS,Tractor,2024-10,30-40HP,30-40HP,4644,False,sample
ESCORTS,Tractor,2024-10,Above40HP,Above40HP,2647,False,sample
ESCORTS,Tractor,2024-11,Sub30HP,Sub30HP,1693,False,sample
ESCORTS,Tractor,2024-11,30-40HP,30-40HP,3647,False,sample
ESCORTS,Tractor,2024-11,Above40HP,Above40HP,2046,False,sample
ESCORTS,Tractor,2024-12,Sub30HP,Sub30HP,1710,False,sample
ESCORTS,Tractor,2024-12,30-40HP,30-40HP,3900,False,sample
ESCORTS,Tractor,2024-12,Above40HP,Above40HP,2148,False,sample
ESCORTS,Tractor,2025-01,Sub30HP,Sub30HP,1684,False,sample
ESCORTS,Tractor,2025-01,30-40HP,30-40HP,3823,False,sample
ESCORTS,Tractor,2025-01,Above40HP,Above40HP,2107,False,sample
ESCORTS,Tractor,2025-02,Sub30HP,Sub30HP,1627,False,sample
ESCORTS,Tractor,2025-02,30-40HP,30-40HP,3722,False,sample
ESCORTS,Tractor,2025-02,Above40HP,Above40HP,2146,False,sample
ESCORTS,Tractor,2025-03,Sub30HP,Sub30HP,2293,False,sample
ESCORTS,Tractor,2025-03,30-40HP,30-40HP,5035,False,sample
ESCORTS,Tractor,2025-03,Above40HP,Above40HP,2885,False,sample
ESCORTS,Tractor,2025-04,Sub30HP,Sub30HP,2238,False,sample
ESCORTS,Tractor,2025-04,30-40HP,30-40HP,5230,False,sample
ESCORTS,Tractor,2025-04,Above40HP,Above40HP,2815,False,sample
ESCORTS,Tractor,2025-05,Sub30HP,Sub30HP,2017,False,sample
ESCORTS,Tractor,2025-05,30-40HP,30-40HP,4743,False,sample
ESCORTS,Tractor,2025-05,Above40HP,Above40HP,2526,False,sample
ESCORTS,Tractor,2025-06,Sub30HP,Sub30HP,2221,False,sample
ESCORTS,Tractor,2025-06,30-40HP,30-40HP,5432,False,sample
ESCORTS,Tractor,2025-06,Above40HP,Above40HP,2836,False,sample
ESCORTS,Tractor,2025-07,Sub30HP,Sub30HP,2284,False,sample
ESCORTS,Tractor,2025-07,30-40HP,30-40HP,5084,False,sample
ESCORTS,Tractor,2025-07,Above40HP,Above40HP,2867,False,sample
ESCORTS,Tractor,2025-08,Sub30HP,Sub30HP,1876,False,sample
ESCORTS,Tractor,2025-08,30-40HP,30-40HP,4479,False,sample
ESCORTS,Tractor,2025-08,Above40HP,Above40HP,2399,False,sample
ESCORTS,Tractor,2025-09,Sub30HP,Sub30HP,2366,False,sample
ESCORTS,Tractor,2025-09,30-40HP,30-40HP,5253,False,sample
ESCORTS,Tractor,2025-09,Above40HP,Above40HP,2902,False,sample
ESCORTS,Tractor,2025-10,Sub30HP,Sub30HP,2227,False,sample
ESCORTS,Tractor,2025-10,30-40HP,30-40HP,4863,False,sample
ESCORTS,Tractor,2025-10,Above40HP,Above40HP,2681,False,sample
ESCORTS,Tractor,2025-11,Sub30HP,Sub30HP,1746,False,sample
ESCORTS,Tractor,2025-11,30-40HP,30-40HP,3761,False,sample
ESCORTS,Tractor,2025-11,Above40HP,Above40HP,2107,False,sample
ESCORTS,Tractor,2025-12,Sub30HP,Sub30HP,1694,False,sample
ESCORTS,Tractor,2025-12,30-40HP,30-40HP,3923,False,sample
ESCORTS,Tractor,2025-12,Above40HP,Above40HP,2222,False,sample
ESCORTS,Tractor,2026-01,Sub30HP,Sub30HP,1767,False,sample
ESCORTS,Tractor,2026-01,30-40HP,30-40HP,3845,False,sample
ESCORTS,Tractor,2026-01,Above40HP,Above40HP,2300,False,sample
ESCORTS,Tractor,2026-03,Sub30HP,Sub30HP,2507,False,sample
ESCORTS,Tractor,2026-03,30-40HP,30-40HP,5520,False,sample
ESCORTS,Tractor,2026-03,Above40HP,Above40HP,3134,False,sample
ESCORTS,Tractor,2026-04,Sub30HP,Sub30HP,2424,False,sample
ESCORTS,Tractor,2026-04,30-40HP,30-40HP,5308,False,sample
ESCORTS,Tractor,2026-04,Above40HP,Above40HP,2972,False,sample
HEROMOTOCO,2W,2024-05,Motorcycle,Motorcycle,347780,False,sample
HEROMOTOCO,2W,2024-05,Scooter,Scooter,70986,False,sample
HEROMOTOCO,2W,2024-05,EV,EV,4396,False,sample
HEROMOTOCO,2W,2024-06,Motorcycle,Motorcycle,330635,False,sample
HEROMOTOCO,2W,2024-06,Scooter,Scooter,66376,False,sample
HEROMOTOCO,2W,2024-06,EV,EV,4184,False,sample
HEROMOTOCO,2W,2024-07,Motorcycle,Motorcycle,314126,False,sample
HEROMOTOCO,2W,2024-07,Scooter,Scooter,65002,False,sample
HEROMOTOCO,2W,2024-07,EV,EV,3904,False,sample
HEROMOTOCO,2W,2024-08,Motorcycle,Motorcycle,319705,False,sample
HEROMOTOCO,2W,2024-08,Scooter,Scooter,62092,False,sample
HEROMOTOCO,2W,2024-08,EV,EV,3611,False,sample
HEROMOTOCO,2W,2024-09,Motorcycle,Motorcycle,396605,False,sample
HEROMOTOCO,2W,2024-09,Scooter,Scooter,76166,False,sample
HEROMOTOCO,2W,2024-09,EV,EV,4536,False,sample
HEROMOTOCO,2W,2024-10,Motorcycle,Motorcycle,480319,False,sample
HEROMOTOCO,2W,2024-10,Scooter,Scooter,93487,False,sample
HEROMOTOCO,2W,2024-10,EV,EV,5578,False,sample
HEROMOTOCO,2W,2024-11,Motorcycle,Motorcycle,330947,False,sample
HEROMOTOCO,2W,2024-11,Scooter,Scooter,65179,False,sample
HEROMOTOCO,2W,2024-11,EV,EV,4174,False,sample
HEROMOTOCO,2W,2024-12,Motorcycle,Motorcycle,391492,False,sample
HEROMOTOCO,2W,2024-12,Scooter,Scooter,72004,False,sample
HEROMOTOCO,2W,2024-12,EV,EV,4543,False,sample
HEROMOTOCO,2W,2025-01,Motorcycle,Motorcycle,326516,False,sample
HEROMOTOCO,2W,2025-01,Scooter,Scooter,62360,False,sample
HEROMOTOCO,2W,2025-01,EV,EV,4011,False,sample
HEROMOTOCO,2W,2025-02,Motorcycle,Motorcycle,345036,False,sample
HEROMOTOCO,2W,2025-02,Scooter,Scooter,68541,False,sample
HEROMOTOCO,2W,2025-02,EV,EV,4204,False,sample
HEROMOTOCO,2W,2025-03,Motorcycle,Motorcycle,451447,False,sample
HEROMOTOCO,2W,2025-03,Scooter,Scooter,83777,False,sample
HEROMOTOCO,2W,2025-03,EV,EV,5406,False,sample
HEROMOTOCO,2W,2025-04,Motorcycle,Motorcycle,376312,False,sample
HEROMOTOCO,2W,2025-04,Scooter,Scooter,72945,False,sample
HEROMOTOCO,2W,2025-04,EV,EV,4306,False,sample
HEROMOTOCO,2W,2025-05,Motorcycle,Motorcycle,358974,False,sample
HEROMOTOCO,2W,2025-05,Scooter,Scooter,68963,False,sample
HEROMOTOCO,2W,2025-05,EV,EV,4443,False,sample
HEROMOTOCO,2W,2025-06,Motorcycle,Motorcycle,336589,False,sample
HEROMOTOCO,2W,2025-06,Scooter,Scooter,67108,False,sample
HEROMOTOCO,2W,2025-06,EV,EV,4203,False,sample
HEROMOTOCO,2W,2025-07,Motorcycle,Motorcycle,326923,False,sample
HEROMOTOCO,2W,2025-07,Scooter,Scooter,63134,False,sample
HEROMOTOCO,2W,2025-07,EV,EV,3914,False,sample
HEROMOTOCO,2W,2025-08,Motorcycle,Motorcycle,325020,False,sample
HEROMOTOCO,2W,2025-08,Scooter,Scooter,61111,False,sample
HEROMOTOCO,2W,2025-08,EV,EV,4099,False,sample
HEROMOTOCO,2W,2025-09,Motorcycle,Motorcycle,415788,False,sample
HEROMOTOCO,2W,2025-09,Scooter,Scooter,83096,False,sample
HEROMOTOCO,2W,2025-09,EV,EV,4820,False,sample
HEROMOTOCO,2W,2025-10,Motorcycle,Motorcycle,473488,False,sample
HEROMOTOCO,2W,2025-10,Scooter,Scooter,91740,False,sample
HEROMOTOCO,2W,2025-10,EV,EV,5650,False,sample
HEROMOTOCO,2W,2025-11,Motorcycle,Motorcycle,374470,False,sample
HEROMOTOCO,2W,2025-11,Scooter,Scooter,73667,False,sample
HEROMOTOCO,2W,2025-11,EV,EV,4600,False,sample
HEROMOTOCO,2W,2025-12,Motorcycle,Motorcycle,406450,False,sample
HEROMOTOCO,2W,2025-12,Scooter,Scooter,78978,False,sample
HEROMOTOCO,2W,2025-12,EV,EV,4886,False,sample
HEROMOTOCO,2W,2026-01,Motorcycle,Motorcycle,353997,False,sample
HEROMOTOCO,2W,2026-01,Scooter,Scooter,67150,False,sample
HEROMOTOCO,2W,2026-01,EV,EV,4093,False,sample
HEROMOTOCO,2W,2026-03,Motorcycle,Motorcycle,451454,False,sample
HEROMOTOCO,2W,2026-03,Scooter,Scooter,86485,False,sample
HEROMOTOCO,2W,2026-03,EV,EV,5383,False,sample
HEROMOTOCO,2W,2026-04,Motorcycle,Motorcycle,399077,False,sample
HEROMOTOCO,2W,2026-04,Scooter,Scooter,73523,False,sample
HEROMOTOCO,2W,2026-04,EV,EV,4540,False,sample
MAHINDRA_AUTO,CV,2024-05,SCV,SCV,14672,False,sample
MAHINDRA_AUTO,CV,2024-05,ICV,ICV,3913,False,sample
MAHINDRA_AUTO,CV,2024-05,MHCV,MHCV,2169,False,sample
MAHINDRA_AUTO,CV,2024-05,Bus,Bus,1584,False,sample
MAHINDRA_AUTO,CV,2024-06,SCV,SCV,13580,False,sample
MAHINDRA_AUTO,CV,2024-06,ICV,ICV,3860,False,sample
MAHINDRA_AUTO,CV,2024-06,MHCV,MHCV,2180,False,sample
MAHINDRA_AUTO,CV,2024-06,Bus,Bus,1507,False,sample
MAHINDRA_AUTO,CV,2024-07,SCV,SCV,13476,False,sample
MAHINDRA_AUTO,CV,2024-07,ICV,ICV,3738,False,sample
MAHINDRA_AUTO,CV,2024-07,MHCV,MHCV,2066,False,sample
MAHINDRA_AUTO,CV,2024-07,Bus,Bus,1437,False,sample
MAHINDRA_AUTO,CV,2024-08,SCV,SCV,13603,False,sample
MAHINDRA_AUTO,CV,2024-08,ICV,ICV,3824,False,sample
MAHINDRA_AUTO,CV,2024-08,MHCV,MHCV,2081,False,sample
MAHINDRA_AUTO,CV,2024-08,Bus,Bus,1457,False,sample
MAHINDRA_AUTO,CV,2024-09,SCV,SCV,16148,False,sample
MAHINDRA_AUTO,CV,2024-09,ICV,ICV,4672,False,sample
MAHINDRA_AUTO,CV,2024-09,MHCV,MHCV,2434,False,sample
MAHINDRA_AUTO,CV,2024-09,Bus,Bus,1804,False,sample
MAHINDRA_AUTO,CV,2024-10,SCV,SCV,19579,False,sample
MAHINDRA_AUTO,CV,2024-10,ICV,ICV,5127,False,sample
MAHINDRA_AUTO,CV,2024-10,MHCV,MHCV,2926,False,sample
MAHINDRA_AUTO,CV,2024-10,Bus,Bus,1987,False,sample
MAHINDRA_AUTO,CV,2024-11,SCV,SCV,14543,False,sample
MAHINDRA_AUTO,CV,2024-11,ICV,ICV,3898,False,sample
MAHINDRA_AUTO,CV,2024-11,MHCV,MHCV,2207,False,sample
MAHINDRA_AUTO,CV,2024-11,Bus,Bus,1549,False,sample
MAHINDRA_AUTO,CV,2024-12,SCV,SCV,14792,False,sample
MAHINDRA_AUTO,CV,2024-12,ICV,ICV,4230,False,sample
MAHINDRA_AUTO,CV,2024-12,MHCV,MHCV,2267,False,sample
MAHINDRA_AUTO,CV,2024-12,Bus,Bus,1537,False,sample
